"neq","nom","full_address","adresse","ville","province","code_postal","pays","nir","titre","categorie_transport","date_inscription","date_prochaine_maj","code_securite","droit_circulation","droit_exploiter","motif","extra_values","vrac_numero_inscription","vrac_region_exploitation","vrac_nombre_camions","vrac_nom_courtier"
"1140276321","LA FERME GILLES GINGRAS INC.","197, rang du Bas-de-la-Rivire N Saint-Césaire (Québec)  J0L 1T0","197, rang du Bas-de-la-Rivire N","Saint-Césaire","Québec","J0L 1T0","","R-527397-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-22","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140276503","2437-9844 QUÉBEC INC.","1654, boul. Marcotte Roberval (Québec)  G8H 2P2","1654, boul. Marcotte","Roberval","Québec","G8H 2P2","","R-023339-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-14","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140314379","BUZZ IMPORT-EXPORT INC.","4195, av. de Marlowe Montréal (Québec)  H4A 3M3","4195, av. de Marlowe","Montréal","Québec","H4A 3M3","","R-564379-7","Propriétaire et exploitant de véhicules lourds","Marchandises","2002-07-29 15:22","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140356107","STOKES INC.","","","","","","","R-523431-6","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140248478","LE GROUPE SCV INC.","","","","","","","R-017174-5","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140248643","LE LAITIER F.P. RAYMOND INC.","1014, rue Castin Chambly (Québec)  J3L 3B4","1014, rue Castin","Chambly","Québec","J3L 3B4","","R-511351-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140248965","BÉCAR INC.","1053, boul. Ducharme La Tuque (Québec)  G9X 3C3","1053, boul. Ducharme","La Tuque","Québec","G9X 3C3","","R-001822-7","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-04-15","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140278780","9003-5445 QUÉBEC INC.","141, 13e Rue Rouyn-Noranda (Québec)  J9X 0E9","141, 13e Rue","Rouyn-Noranda","Québec","J9X 0E9","","R-012169-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140279481","BOIS MARSOUI G.D.S. INC.","","","","","","","R-025087-9","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140319493","CONSTRUCTION ALBERT JEAN LTÉE","4045, rue Parthenais Montréal (Québec)  H2K 3T8","4045, rue Parthenais","Montréal","Québec","H2K 3T8","","R-537276-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-03-08","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140319808","9004-0056 QUÉBEC INC.","3575, rue College Sherbrooke (Québec)  J1M 0B8","3575, rue College","Sherbrooke","Québec","J1M 0B8","","R-503991-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140319857","CHATEAU BROMONT INC.","90, rue de Stanstead Bromont (Québec)  J2L 1K6","90, rue de Stanstead","Bromont","Québec","J2L 1K6","","R-570693-3","Sans objet","Personnes","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140358301","DISTRIBUTIONS D'ACIER DE MONTRÉAL INC.","2141, rang Charlotte Saint-Simon (Québec)  J0H 1Y0","2141, rang Charlotte","Saint-Simon","Québec","J0H 1Y0","","R-583418-0","Propriétaire et exploitant de véhicules lourds","Marchandises","2007-03-29 11:25","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140359127","BOISCLAIR INC.","715, boul. des Laurentides Piedmont (Québec)  J0R 1K0","715, boul. des Laurentides","Piedmont","Québec","J0R 1K0","","R-533822-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-30","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140249302","9003-1709 QUÉBEC INC.","23, rue Thérèse Sainte-Anne-des-Plaines (Québec)  J5N 4B1","23, rue Thérèse","Sainte-Anne-des-Plaines","Québec","J5N 4B1","","R-534248-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-02-06","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140249666","GLOBOCAM (MONTREAL) INC.","155, av. Reverchon Pointe-Claire (Québec)  H9P 1K1","155, av. Reverchon","Pointe-Claire","Québec","H9P 1K1","","R-517130-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-06-01","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140280521","AGROCENTRE FERTIBEC INC.","20, rue de L'Industrie Saint-Rémi (Québec)  J0L 2L0","20, rue de L'Industrie","Saint-Rémi","Québec","J0L 2L0","","R-530035-6","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-02-11","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140280844","LES AUTOBUS E. MÉNARD ET FILS INC.","781, Chemin de la 4e-Concession Noyan (Québec)  J0J 1B0","781, Chemin de la 4e-Concession","Noyan","Québec","J0J 1B0","","R-505117-3","Propriétaire et exploitant de véhicules lourds","Personnes","1999-04-01 00:00","2026-12-04","Satisfaisant - Non audité","Oui","Oui","","permis de transport par autobus,Registre des propriétaires et des exploitants de véhicules lourds,liste des intermédiaires en services de transport","","","",""
"1140281800","SERVICES SANITAIRES G. CAMPBELL INC.","1221, Route 133 Henryville (Québec)  J0J 1E0","1221, Route 133","Henryville","Québec","J0J 1E0","","R-528251-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140281933","2538-8901 QUÉBEC INC.","","","","","","","R-034964-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2001-12-21 15:54","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140320327","LES PRODUCTIONS J.P. MALLETTE INC.","355, rang Laberge Sainte-Martine (Québec)  J0S 1V0","355, rang Laberge","Sainte-Martine","Québec","J0S 1V0","","R-573823-3","Propriétaire et exploitant de véhicules lourds","Marchandises","2004-10-20 10:39","2026-10-27","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","2-M-519069","Région 6","1","TRANSPORT EN VRAC BEAUHARNOIS-SALABERRY INC."
"1140360273","TRANSPORT M. POUDRETTE INC.","350, rue du Collège Sorel-Tracy (Québec)  J3P 6T7","350, rue du Collège","Sorel-Tracy","Québec","J3P 6T7","","R-503930-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-05","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","7-M-515070","Région 6","1","POSTE DE CAMIONNAGE EN VRAC RÉGION 06 INC."
"1140360752","PAUL LAFRANCE TRANSPORT INC.","7055, rue Notre-Dame E,  Att. Sylvain Legault Montréal (Québec)  H1N 3R8","7055, rue Notre-Dame E,  Att. Sylvain Legault","Montréal","Québec","H1N 3R8","","R-505495-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-26","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140361305","LES ENTREPRISES PREPA LTÉE","11835, boul. de la Rivière-des-Prairies Montréal (Québec)  H1C 1R2","11835, boul. de la Rivière-des-Prairies","Montréal","Québec","H1C 1R2","","R-502764-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-11","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140361339","FRUITS DE MER LAGOON INC.","1301, 32e Avenue Montréal (Québec)  H8T 3H2","1301, 32e Avenue","Montréal","Québec","H8T 3H2","","R-566369-6","Propriétaire et exploitant de véhicules lourds","Marchandises","2003-02-26 14:07","2026-03-03","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140251217","VOYAGE AIR & PORT 2000 INC.","935, boul. Décarie, App. 203 Montréal (Québec)  H4L 3M3","935, boul. Décarie, App. 203","Montréal","Québec","H4L 3M3","","","","","","","","","","","liste des intermédiaires en services de transport","","","",""
"1140282113","LES AUTOS TECNO INC.","965, ave. du Palais Saint-Joseph-de-Beauce (Québec)  G0S 2V0","965, ave. du Palais","Saint-Joseph-de-Beauce","Québec","G0S 2V0","","R-020740-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-21","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140282360","CHEVRONS ROUYN-NORANDA INC.","1220, rue Mantha Rouyn-Noranda (Québec)  J9Y 0G2","1220, rue Mantha","Rouyn-Noranda","Québec","J9Y 0G2","","R-008164-7","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-04-27","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140283921","FERME LOUIS ET MANON COUTU INC.","298, ch. de Sainte-Anne N Sainte-Anne-de-la-Rochelle (Québec)  J0E 2B0","298, ch. de Sainte-Anne N","Sainte-Anne-de-la-Rochelle","Québec","J0E 2B0","","R-559867-8","Propriétaire et exploitant de véhicules lourds","Marchandises","2001-07-23 15:24","2026-07-28","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140324238","LUDGER GUAY INC","1443, boul. Industriel Saint-Félicien (Québec)  G8K 1W1","1443, boul. Industriel","Saint-Félicien","Québec","G8K 1W1","","R-001240-2","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-08","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","4-Q-505656","Région 2","1","TRANSPORTEURS EN VRAC DU COMTÉ DE ROBERVAL INC."
"1140324881","SCIERIE CARRIERE LTEE","525, boul. de L'Aéroparc Lachute (Québec)  J8H 3R8","525, boul. de L'Aéroparc","Lachute","Québec","J8H 3R8","","R-510539-1","Propriétaire de véhicules lourds","Sans objet","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140253718","9003-2012 QUÉBEC INC.","150, rue du Centre Magog (Québec)  J1X 5P8","150, rue du Centre","Magog","Québec","J1X 5P8","","R-543064-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-09","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140284119","BARRIERE QMB CANADA INC.","","","","","","","R-540451-3","Sans objet","Sans objet","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140285207","9003-6583 QUÉBEC INC.","","","","","","","R-019864-9","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140328429","9004-0775 QUÉBEC INC.","265, av. Principale O Landrienne (Québec)  J0Y 1V0","265, av. Principale O","Landrienne","Québec","J0Y 1V0","","R-504214-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-10","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","0-M-515572","Région 8","1","SOUS-POSTE TRANSPORT DE VRAC (ZONE AMOS) INC."
"1140328528","LES ENTREPRISES ROMAIN BOUDREAU INC.","1162, rue du Fer Havre-Saint-Pierre (Québec)  G0G 1P0","1162, rue du Fer","Havre-Saint-Pierre","Québec","G0G 1P0","","R-002735-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-02-04","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140329104","ALCOA CANADA CIE","100, rte Maritime Baie-Comeau (Québec)  G4Z 2L6","100, rte Maritime","Baie-Comeau","Québec","G4Z 2L6","","R-012851-3","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-03-01","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140366742","LES AMBULANCES VAL D'OR INC.","270, boul. Lamaque Val-d'Or (Québec)  J9P 3L1","270, boul. Lamaque","Val-d'Or","Québec","J9P 3L1","","R-021798-5","Propriétaire et exploitant de véhicules lourds","Personnes","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140286411","9003-6690 QUÉBEC INC.","418, av. Brisson Girardville (Québec)  G0W 1R0","418, av. Brisson","Girardville","Québec","G0W 1R0","","R-017940-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140287047","M C ÉLECTRIQUE (1994) INC.","1750, boul. Taschereau Longueuil (Québec)  J4P 3M9","1750, boul. Taschereau","Longueuil","Québec","J4P 3M9","","R-523514-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-08-03","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140287575","9003-6781 QUÉBEC INC.","8892, rte de Kénogami Saguenay (Québec)  G7X 0H9","8892, rte de Kénogami","Saguenay","Québec","G7X 0H9","","R-138722-5","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140257479","QUINCAILLERIE BIGRAS INC.","58, rte de Sainte-Anne-du-Lac Sainte-Anne-du-Lac (Québec)  J0W 1V0","58, rte de Sainte-Anne-du-Lac","Sainte-Anne-du-Lac","Québec","J0W 1V0","","R-558094-0","Propriétaire et exploitant de véhicules lourds","Marchandises","2001-03-28 10:33","2026-04-12","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140287765","9003-6831 QUÉBEC INC.","5, rue Bélanger Saint-Anselme (Québec)  G0R 2N0","5, rue Bélanger","Saint-Anselme","Québec","G0R 2N0","","R-002491-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-20","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","2-C-502235","Région 3","1","LES TRANSPORTEURS EN VRAC DE LA RIVE-SUD INC."
"1140289076","TRANSPORT D.G.E. INC.","","","","","","","R-507979-4","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140289142","LES FIBRES J.C. INC.","3718, ch. de la Grande-Ligne Chambly (Québec)  J3L 7Z8","3718, ch. de la Grande-Ligne","Chambly","Québec","J3L 7Z8","","R-507053-8","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-27","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140332801","9004-1187 QUÉBEC INC.","","","","","","","R-050325-1","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140333023","TOURS CHANTECLERC INC.","152, rue Notre-Dame E, Bureau 8000 Montréal (Québec)  H2Y 3P6","152, rue Notre-Dame E, Bureau 8000","Montréal","Québec","H2Y 3P6","","","","","","","","","","","liste des intermédiaires en services de transport","","","",""
"1140370322","GROUPE MIRABEAU INC.","","","","","","","R-032426-0","Exploitant de véhicules lourds","Marchandises","2000-11-10 09:56","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140371205","VIANDES BOVITENDRES INC.","95, rue de la Pointe-Langlois Laval (Québec)  H7L 3J4","95, rue de la Pointe-Langlois","Laval","Québec","H7L 3J4","","R-586847-7","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140334401","9328-4016 QUÉBEC INC.","600, rue Pierre-Caisse, App. 03010 Saint-Jean-sur-Richelieu (Québec)  J3A 1M1","600, rue Pierre-Caisse, App. 03010","Saint-Jean-sur-Richelieu","Québec","J3A 1M1","","R-526388-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-08-26","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140334823","9004-1294 QUÉBEC INC.","85, rue des Rosiers Saint-Apollinaire (Québec)  G0S 2E0","85, rue des Rosiers","Saint-Apollinaire","Québec","G0S 2E0","","R-012203-7","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-28","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140335028","GREEN PRODUCTS COMPANY","16902, 290 Street Conrad (Iowa)  50621 États-Unis 50621","16902, 290 Street","Conrad","Iowa","50621","États-","R-519866-9","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140335085","9004-1336 QUÉBEC INC.","248, Route 109 S Amos (Québec)  J0Y 1G0","248, Route 109 S","Amos","Québec","J0Y 1G0","","R-503934-3","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140372963","TRANSPORT CHAMPION INC.","16425, boul. des Acadiens Bécancour (Québec)  G9H 1L1","16425, boul. des Acadiens","Bécancour","Québec","G9H 1L1","","R-004271-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-11-15","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140373409","FERME FLOBER INC","","","","","","","R-017960-7","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140868382","LAVAL HINO INC.","1385, boul. des Laurentides, App. 106 SUCC Laval Hino Laval (Québec)  H7M 2Y2","1385, boul. des Laurentides, App. 106 SUCC Laval Hino","Laval","Québec","H7M 2Y2","","R-517015-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-04","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140707994","CENTRE DE SERVICE C. GAGNON INC.","5845, boul. Métropolitain Montréal (Québec)  H1P 1X3","5845, boul. Métropolitain","Montréal","Québec","H1P 1X3","","R-537626-5","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140710105","LES ATELIERS ST-PIERRE INC.","65, rue Daoust, Bureau 102 Saint-Eustache (Québec)  J7R 5B7","65, rue Daoust, Bureau 102","Saint-Eustache","Québec","J7R 5B7","","R-535941-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2025-12-20","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140773020","VERGER BEDFORD INC.","630, ch. de Philipsburg Bedford (Québec)  J0J 1A0","630, ch. de Philipsburg","Bedford","Québec","J0J 1A0","","R-554088-6","Sans objet","Sans objet","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140775413","H. KENNEDY INC.","","","","","","","R-569810-6","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140776296","PÉPINIÈRE ABBOTSFORD INC.","605, rue Principale E Saint-Paul-d'Abbotsford (Québec)  J0E 1A0","605, rue Principale E","Saint-Paul-d'Abbotsford","Québec","J0E 1A0","","R-511379-1","Propriétaire et exploitant de véhicules lourds","Marchandises et personnes","1999-04-01 00:00","2026-11-14","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,liste des intermédiaires en services de transport","","","",""
"1140824617","LECHESNE INC.","805, rue de l'Artisan Victoriaville (Québec)  G6T 1V3","805, rue de l'Artisan","Victoriaville","Québec","G6T 1V3","","R-015356-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-01-31","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140824872","LES ENTREPÔTS D'ARGENTEUIL INC.","401, rue Saint-Jean Lachute (Québec)  J8H 3R8","401, rue Saint-Jean","Lachute","Québec","J8H 3R8","","R-155051-7","Propriétaire et exploitant de véhicules lourds","Marchandises","2023-03-23 09:30","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140825283","CONSTRUCTION KOA INC.","5450, rue Fullum Montréal (Québec)  H2G 2H3","5450, rue Fullum","Montréal","Québec","H2G 2H3","","R-114811-4","Propriétaire et exploitant de véhicules lourds","Marchandises","2015-06-04 15:33","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140711947","CLARINS CANADA INC.","","","","","","","R-565495-0","Sans objet","Sans objet","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140715260","SAFARI CARIBOU DU NOUVEAU QUÉBEC INC.","5635, av. Gobeil Thetford Mines (Québec)  G6H 4L2","5635, av. Gobeil","Thetford Mines","Québec","G6H 4L2","","R-022385-0","Propriétaire de véhicules lourds","Sans objet","1999-04-01 00:00","2026-04-17","Satisfaisant - Non audité","Oui","Non","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140877052","LES BATELIERS DE PERCÉ INCORPORÉE.","162, Route 132 O Percé (Québec)  G0C 2L0","162, Route 132 O","Percé","Québec","G0C 2L0","","R-140567-0","Propriétaire et exploitant de véhicules lourds","Personnes","2020-08-03 11:14","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","permis de transport maritime de passagers,Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140878472","J.J. CROTEAU INC.","450, rte du Cap Saint-Fortunat (Québec)  G0P 1G0","450, rte du Cap","Saint-Fortunat","Québec","G0P 1G0","","R-536549-0","Propriétaire de véhicules lourds","Sans objet","1999-04-01 00:00","2026-04-16","Satisfaisant - Non audité","Oui","Non","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140879322","GESTION CLERMONT PEDNEAULT INC.","2070, rue Coulombe Dolbeau-Mistassini (Québec)  G8L 3L4","2070, rue Coulombe","Dolbeau-Mistassini","Québec","G8L 3L4","","R-112384-4","Propriétaire de véhicules lourds","Sans objet","2015-01-06 14:10","2026-01-08","Satisfaisant - Non audité","Oui","Non","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140715294","APPRÊTEURS DE PRODUITS GRAPHIQUES CANADA INC.","4860, rue Fisher Montréal (Québec)  H4T 1J5","4860, rue Fisher","Montréal","Québec","H4T 1J5","","R-513538-0","Sans objet","Marchandises","Sans objet","","Sans objet","Non","Non","A cessé d'exploiter des véhicules lourds","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140715351","2969-6853 QUEBEC INC.","","","","","","","R-530678-3","Propriétaire et exploitant de véhicules lourds","Sans objet","1999-04-01 00:00","","Satisfaisant - Non audité","Non","Non","N'a pas donné suite à la mise à jour de son inscription","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140716508","C.M.S. ENTREPRENEURS GÉNÉRAUX INC.","3828, rue Saint-Patrick Montréal (Québec)  H4E 1A4","3828, rue Saint-Patrick","Montréal","Québec","H4E 1A4","","R-543083-1","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-07-18","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140781502","CHOINIÈRE & MORIN INC.","105, rue Saint-Charles Saint-Alexandre (Québec)  J0J 1S0","105, rue Saint-Charles","Saint-Alexandre","Québec","J0J 1S0","","R-502665-4","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-03-30","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds,Registre du camionnage en vrac","6-M-516681","Région 6","1","SOUS-POSTE DE CAMIONNAGE EN VRAC ST-JEAN INC."
"1140882730","AUTOCAR PRÉFÉRENCE LTÉE","1091, rue Armand-Bombardier Terrebonne (Québec)  J6Y 1S9","1091, rue Armand-Bombardier","Terrebonne","Québec","J6Y 1S9","","R-003546-0","Propriétaire et exploitant de véhicules lourds","Personnes","1999-04-01 00:00","2026-01-20","Satisfaisant - Non audité","Oui","Oui","","permis de transport par autobus,Registre des propriétaires et des exploitants de véhicules lourds","","","",""
"1140718140","2428-0877 QUEBEC INC","16, av. Circle Pointe-Claire (Québec)  H9R 1X1","16, av. Circle","Pointe-Claire","Québec","H9R 1X1","","R-505996-0","Propriétaire et exploitant de véhicules lourds","Marchandises","1999-04-01 00:00","2026-10-11","Satisfaisant - Non audité","Oui","Oui","","Registre des propriétaires et des exploitants de véhicules lourds","","","",""
